sound,temperature,humidity,score
61,84,48,6.43
61,85,47,6.43
61,86,46,6.43
62,71,60,6.43
62,72,59,6.43
62,73,58,6.43
62,74,57,6.43
62,75,56,6.43
62,76,55,6.43
62,77,54,6.43
62,78,53,6.43
62,79,52,6.43
62,80,51,6.43
62,81,50,6.43
62,82,49,6.43
62,83,48,6.43
62,84,47,6.43
62,85,46,6.43
62,86,45,6.43
63,70,60,6.43
63,71,59,6.43
63,72,58,6.43
63,73,57,6.43
63,74,56,6.43
63,75,55,6.43
63,76,54,6.43
63,77,53,6.43
63,78,52,6.43
63,79,51,6.43
63,80,50,6.43
63,81,49,6.43
63,82,48,6.43
63,83,47,6.43
63,84,46,6.43
63,85,45,6.43
63,86,44,6.43
64,69,60,6.43
64,70,59,6.43
64,71,58,6.43
64,72,57,6.43
64,73,56,6.43
64,74,55,6.43
64,75,54,6.43
64,76,53,6.43
64,77,52,6.43
64,78,51,6.43
64,79,50,6.43
64,80,49,6.43
64,81,48,6.43
64,82,47,6.43
64,83,46,6.43
64,84,45,6.43
64,85,44,6.43
64,86,43,6.43
65,68,60,6.43
65,69,59,6.43
65,70,58,6.43
65,71,57,6.43
65,72,56,6.43
65,73,55,6.43
65,74,54,6.43
65,75,53,6.43
65,76,52,6.43
65,77,51,6.43
65,78,50,6.43
65,79,49,6.43
65,80,48,6.43
65,81,47,6.43
65,82,46,6.43
65,83,45,6.43
65,84,44,6.43
65,85,43,6.43
65,86,42,6.43
66,68,59,6.43
66,69,58,6.43
66,70,57,6.43
66,71,56,6.43
66,72,55,6.43
66,73,54,6.43
66,74,53,6.43
66,75,52,6.43
66,76,51,6.43
66,77,50,6.43
66,78,49,6.43
66,79,48,6.43
66,80,47,6.43
66,81,46,6.43
66,82,45,6.43
66,83,44,6.43
66,84,43,6.43
66,85,42,6.43
66,86,41,6.43
67,68,58,6.43
67,69,57,6.43
67,70,56,6.43
67,71,55,6.43
67,72,54,6.43
67,73,53,6.43
67,74,52,6.43
67,75,51,6.43
67,76,50,6.43
67,77,49,6.43
67,78,48,6.43
67,79,47,6.43
67,80,46,6.43
67,81,45,6.43
67,82,44,6.43
67,83,43,6.43
67,84,42,6.43
67,85,41,6.43
67,86,40,6.43
68,68,57,6.43
68,69,56,6.43
68,70,55,6.43
68,71,54,6.43
68,72,53,6.43
68,73,52,6.43
68,74,51,6.43
68,75,50,6.43
68,76,49,6.43
68,77,48,6.43
68,78,47,6.43
68,79,46,6.43
68,80,45,6.43
68,81,44,6.43
68,82,43,6.43
68,83,42,6.43
68,84,41,6.43
68,85,40,6.43
69,68,56,6.43
69,69,55,6.43
69,70,54,6.43
69,71,53,6.43
69,72,52,6.43
69,73,51,6.43
69,74,50,6.43
69,75,49,6.43
69,76,48,6.43
69,77,47,6.43
69,78,46,6.43
69,79,45,6.43
69,80,44,6.43
69,81,43,6.43
69,82,42,6.43
69,83,41,6.43
69,84,40,6.43
70,68,55,6.43
70,69,54,6.43
70,70,53,6.43
70,71,52,6.43
70,72,51,6.43
70,73,50,6.43
70,74,49,6.43
70,75,48,6.43
70,76,47,6.43
70,77,46,6.43
70,78,45,6.43
70,79,44,6.43
70,80,43,6.43
70,81,42,6.43
70,82,41,6.43
70,83,40,6.43
71,68,54,6.43
71,69,53,6.43
71,70,52,6.43
71,71,51,6.43
71,72,50,6.43
71,73,49,6.43
71,74,48,6.43
71,75,47,6.43
71,76,46,6.43
71,77,45,6.43
71,78,44,6.43
71,79,43,6.43
71,80,42,6.43
71,81,41,6.43
71,82,40,6.43
72,68,53,6.43
72,69,52,6.43
72,70,51,6.43
72,71,50,6.43
72,72,49,6.43
72,73,48,6.43
72,74,47,6.43
72,75,46,6.43
72,76,45,6.43
72,77,44,6.43
72,78,43,6.43
72,79,42,6.43
72,80,41,6.43
72,81,40,6.43
73,68,52,6.43
73,69,51,6.43
73,70,50,6.43
73,71,49,6.43
73,72,48,6.43
73,73,47,6.43
73,74,46,6.43
73,75,45,6.43
73,76,44,6.43
73,77,43,6.43
73,78,42,6.43
73,79,41,6.43
73,80,40,6.43
74,68,51,6.43
74,69,50,6.43
74,70,49,6.43
74,71,48,6.43
74,72,47,6.43
74,73,46,6.43
74,74,45,6.43
74,75,44,6.43
74,76,43,6.43
74,77,42,6.43
74,78,41,6.43
74,79,40,6.43
75,68,50,6.43
75,69,49,6.43
75,70,48,6.43
75,71,47,6.43
75,72,46,6.43
75,73,45,6.43
75,74,44,6.43
75,75,43,6.43
75,76,42,6.43
75,77,41,6.43
75,78,40,6.43
76,68,49,6.43
76,69,48,6.43
76,70,47,6.43
76,71,46,6.43
76,72,45,6.43
76,73,44,6.43
76,74,43,6.43
76,75,42,6.43
76,76,41,6.43
76,77,40,6.43
77,68,48,6.43
77,69,47,6.43
77,70,46,6.43
77,71,45,6.43
77,72,44,6.43
77,73,43,6.43
77,74,42,6.43
77,75,41,6.43
77,76,40,6.43
78,68,47,6.43
78,69,46,6.43
78,70,45,6.43
78,71,44,6.43
78,72,43,6.43
78,73,42,6.43
78,74,41,6.43
78,75,40,6.43
79,68,46,6.43
79,69,45,6.43
79,70,44,6.43
79,71,43,6.43
79,72,42,6.43
79,73,41,6.43
79,74,40,6.43
80,68,45,6.43
80,69,44,6.43
80,70,43,6.43
80,71,42,6.43
80,72,41,6.43
80,73,40,6.43
81,68,44,6.43
81,69,43,6.43
81,70,42,6.43
81,71,41,6.43
81,72,40,6.43
82,68,43,6.43
82,69,42,6.43
82,70,41,6.43
82,71,40,6.43
83,68,42,6.43
83,69,41,6.43
83,70,40,6.43
84,68,41,6.43
84,69,40,6.43
85,68,40,6.43
60,74,60,6.29
60,75,59,6.29
60,76,58,6.29
60,77,57,6.29
60,78,56,6.29
60,79,55,6.29
60,80,54,6.29
60,81,53,6.29
60,82,52,6.29
60,83,51,6.29
60,84,50,6.29
60,85,49,6.29
60,86,48,6.29
61,73,60,6.29
61,74,59,6.29
61,75,58,6.29
61,76,57,6.29
61,77,56,6.29
61,78,55,6.29
61,79,54,6.29
61,80,53,6.29
61,81,52,6.29
61,82,51,6.29
61,83,50,6.29
61,84,49,6.29
61,85,48,6.29
61,86,47,6.29
62,72,60,6.29
62,73,59,6.29
62,74,58,6.29
62,75,57,6.29
62,76,56,6.29
62,77,55,6.29
62,78,54,6.29
62,79,53,6.29
62,80,52,6.29
62,81,51,6.29
62,82,50,6.29
62,83,49,6.29
62,84,48,6.29
62,85,47,6.29
62,86,46,6.29
63,71,60,6.29
63,72,59,6.29
63,73,58,6.29
63,74,57,6.29
63,75,56,6.29
63,76,55,6.29
63,77,54,6.29
63,78,53,6.29
63,79,52,6.29
63,80,51,6.29
63,81,50,6.29
63,82,49,6.29
63,83,48,6.29
63,84,47,6.29
63,85,46,6.29
63,86,45,6.29
64,70,60,6.29
64,71,59,6.29
64,72,58,6.29
64,73,57,6.29
64,74,56,6.29
64,75,55,6.29
64,76,54,6.29
64,77,53,6.29
64,78,52,6.29
64,79,51,6.29
64,80,50,6.29
64,81,49,6.29
64,82,48,6.29
64,83,47,6.29
64,84,46,6.29
64,85,45,6.29
64,86,44,6.29
65,69,60,6.29
65,70,59,6.29
65,71,58,6.29
65,72,57,6.29
65,73,56,6.29
65,74,55,6.29
65,75,54,6.29
65,76,53,6.29
65,77,52,6.29
65,78,51,6.29
65,79,50,6.29
65,80,49,6.29
65,81,48,6.29
65,82,47,6.29
65,83,46,6.29
65,84,45,6.29
65,85,44,6.29
65,86,43,6.29
66,68,60,6.29
66,69,59,6.29
66,70,58,6.29
66,71,57,6.29
66,72,56,6.29
66,73,55,6.29
66,74,54,6.29
66,75,53,6.29
66,76,52,6.29
66,77,51,6.29
66,78,50,6.29
66,79,49,6.29
66,80,48,6.29
66,81,47,6.29
66,82,46,6.29
66,83,45,6.29
66,84,44,6.29
66,85,43,6.29
66,86,42,6.29
67,68,59,6.29
67,69,58,6.29
67,70,57,6.29
67,71,56,6.29
67,72,55,6.29
67,73,54,6.29
67,74,53,6.29
67,75,52,6.29
67,76,51,6.29
67,77,50,6.29
67,78,49,6.29
67,79,48,6.29
67,80,47,6.29
67,81,46,6.29
67,82,45,6.29
67,83,44,6.29
67,84,43,6.29
67,85,42,6.29
67,86,41,6.29
68,68,58,6.29
68,69,57,6.29
68,70,56,6.29
68,71,55,6.29
68,72,54,6.29
68,73,53,6.29
68,74,52,6.29
68,75,51,6.29
68,76,50,6.29
68,77,49,6.29
68,78,48,6.29
68,79,47,6.29
68,80,46,6.29
68,81,45,6.29
68,82,44,6.29
68,83,43,6.29
68,84,42,6.29
68,85,41,6.29
68,86,40,6.29
69,68,57,6.29
69,69,56,6.29
69,70,55,6.29
69,71,54,6.29
69,72,53,6.29
69,73,52,6.29
69,74,51,6.29
69,75,50,6.29
69,76,49,6.29
69,77,48,6.29
69,78,47,6.29
69,79,46,6.29
69,80,45,6.29
69,81,44,6.29
69,82,43,6.29
69,83,42,6.29
69,84,41,6.29
69,85,40,6.29
70,68,56,6.29
70,69,55,6.29
70,70,54,6.29
70,71,53,6.29
70,72,52,6.29
70,73,51,6.29
70,74,50,6.29
70,75,49,6.29
70,76,48,6.29
70,77,47,6.29
70,78,46,6.29
70,79,45,6.29
70,80,44,6.29
70,81,43,6.29
70,82,42,6.29
70,83,41,6.29
70,84,40,6.29
71,68,55,6.29
71,69,54,6.29
71,70,53,6.29
71,71,52,6.29
71,72,51,6.29
71,73,50,6.29
71,74,49,6.29
71,75,48,6.29
71,76,47,6.29
71,77,46,6.29
71,78,45,6.29
71,79,44,6.29
71,80,43,6.29
71,81,42,6.29
71,82,41,6.29
71,83,40,6.29
72,68,54,6.29
72,69,53,6.29
72,70,52,6.29
72,71,51,6.29
72,72,50,6.29
72,73,49,6.29
72,74,48,6.29
72,75,47,6.29
72,76,46,6.29
72,77,45,6.29
72,78,44,6.29
72,79,43,6.29
72,80,42,6.29
72,81,41,6.29
72,82,40,6.29
73,68,53,6.29
73,69,52,6.29
73,70,51,6.29
73,71,50,6.29
73,72,49,6.29
73,73,48,6.29
73,74,47,6.29
73,75,46,6.29
73,76,45,6.29
73,77,44,6.29
73,78,43,6.29
73,79,42,6.29
73,80,41,6.29
73,81,40,6.29
74,68,52,6.29
74,69,51,6.29
74,70,50,6.29
74,71,49,6.29
74,72,48,6.29
74,73,47,6.29
74,74,46,6.29
74,75,45,6.29
74,76,44,6.29
74,77,43,6.29
74,78,42,6.29
74,79,41,6.29
74,80,40,6.29
75,68,51,6.29
75,69,50,6.29
75,70,49,6.29
75,71,48,6.29
75,72,47,6.29
75,73,46,6.29
75,74,45,6.29
75,75,44,6.29
75,76,43,6.29
75,77,42,6.29
75,78,41,6.29
75,79,40,6.29
76,68,50,6.29
76,69,49,6.29
76,70,48,6.29
76,71,47,6.29
76,72,46,6.29
76,73,45,6.29
76,74,44,6.29
76,75,43,6.29
76,76,42,6.29
76,77,41,6.29
76,78,40,6.29
77,68,49,6.29
77,69,48,6.29
77,70,47,6.29
77,71,46,6.29
77,72,45,6.29
77,73,44,6.29
77,74,43,6.29
77,75,42,6.29
77,76,41,6.29
77,77,40,6.29
78,68,48,6.29
78,69,47,6.29
78,70,46,6.29
78,71,45,6.29
78,72,44,6.29
78,73,43,6.29
78,74,42,6.29
78,75,41,6.29
78,76,40,6.29
79,68,47,6.29
79,69,46,6.29
79,70,45,6.29
79,71,44,6.29
79,72,43,6.29
79,73,42,6.29
79,74,41,6.29
79,75,40,6.29
80,68,46,6.29
80,69,45,6.29
80,70,44,6.29
80,71,43,6.29
80,72,42,6.29
80,73,41,6.29
80,74,40,6.29
81,68,45,6.29
81,69,44,6.29
81,70,43,6.29
81,71,42,6.29
81,72,41,6.29
81,73,40,6.29
82,68,44,6.29
82,69,43,6.29
82,70,42,6.29
82,71,41,6.29
82,72,40,6.29
83,68,43,6.29
83,69,42,6.29
83,70,41,6.29
83,71,40,6.29
84,68,42,6.29
84,69,41,6.29
84,70,40,6.29
85,68,41,6.29
85,69,40,6.29
60,75,60,6.14
60,76,59,6.14
60,77,58,6.14
60,78,57,6.14
60,79,56,6.14
60,80,55,6.14
60,81,54,6.14
60,82,53,6.14
60,83,52,6.14
60,84,51,6.14
60,85,50,6.14
60,86,49,6.14
61,74,60,6.14
61,75,59,6.14
61,76,58,6.14
61,77,57,6.14
61,78,56,6.14
61,79,55,6.14
61,80,54,6.14
61,81,53,6.14
61,82,52,6.14
61,83,51,6.14
61,84,50,6.14
61,85,49,6.14
61,86,48,6.14
62,73,60,6.14
62,74,59,6.14
62,75,58,6.14
62,76,57,6.14
62,77,56,6.14
62,78,55,6.14
62,79,54,6.14
62,80,53,6.14
62,81,52,6.14
62,82,51,6.14
62,83,50,6.14
62,84,49,6.14
62,85,48,6.14
62,86,47,6.14
63,72,60,6.14
63,73,59,6.14
63,74,58,6.14
63,75,57,6.14
63,76,56,6.14
63,77,55,6.14
63,78,54,6.14
63,79,53,6.14
63,80,52,6.14
63,81,51,6.14
63,82,50,6.14
63,83,49,6.14
63,84,48,6.14
63,85,47,6.14
63,86,46,6.14
64,71,60,6.14
64,72,59,6.14
64,73,58,6.14
64,74,57,6.14
64,75,56,6.14
64,76,55,6.14
64,77,54,6.14
64,78,53,6.14
64,79,52,6.14
64,80,51,6.14
64,81,50,6.14
64,82,49,6.14
64,83,48,6.14
64,84,47,6.14
64,85,46,6.14
64,86,45,6.14
65,70,60,6.14
65,71,59,6.14
65,72,58,6.14
65,73,57,6.14
65,74,56,6.14
65,75,55,6.14
65,76,54,6.14
65,77,53,6.14
65,78,52,6.14
65,79,51,6.14
65,80,50,6.14
65,81,49,6.14
65,82,48,6.14
65,83,47,6.14
65,84,46,6.14
65,85,45,6.14
65,86,44,6.14
66,69,60,6.14
66,70,59,6.14
66,71,58,6.14
66,72,57,6.14
66,73,56,6.14
66,74,55,6.14
66,75,54,6.14
66,76,53,6.14
66,77,52,6.14
66,78,51,6.14
66,79,50,6.14
66,80,49,6.14
66,81,48,6.14
66,82,47,6.14
66,83,46,6.14
66,84,45,6.14
66,85,44,6.14
66,86,43,6.14
67,68,60,6.14
67,69,59,6.14
67,70,58,6.14
67,71,57,6.14
67,72,56,6.14
67,73,55,6.14
67,74,54,6.14
67,75,53,6.14
67,76,52,6.14
67,77,51,6.14
67,78,50,6.14
67,79,49,6.14
67,80,48,6.14
67,81,47,6.14
67,82,46,6.14
67,83,45,6.14
67,84,44,6.14
67,85,43,6.14
67,86,42,6.14
68,68,59,6.14
68,69,58,6.14
68,70,57,6.14
68,71,56,6.14
68,72,55,6.14
68,73,54,6.14
68,74,53,6.14
68,75,52,6.14
68,76,51,6.14
68,77,50,6.14
68,78,49,6.14
68,79,48,6.14
68,80,47,6.14
68,81,46,6.14
68,82,45,6.14
68,83,44,6.14
68,84,43,6.14
68,85,42,6.14
68,86,41,6.14
69,68,58,6.14
69,69,57,6.14
69,70,56,6.14
69,71,55,6.14
69,72,54,6.14
69,73,53,6.14
69,74,52,6.14
69,75,51,6.14
69,76,50,6.14
69,77,49,6.14
69,78,48,6.14
69,79,47,6.14
69,80,46,6.14
69,81,45,6.14
69,82,44,6.14
69,83,43,6.14
69,84,42,6.14
69,85,41,6.14
69,86,40,6.14
70,68,57,6.14
70,69,56,6.14
70,70,55,6.14
70,71,54,6.14
70,72,53,6.14
70,73,52,6.14
70,74,51,6.14
70,75,50,6.14
70,76,49,6.14
70,77,48,6.14
70,78,47,6.14
70,79,46,6.14
70,80,45,6.14
70,81,44,6.14
70,82,43,6.14
70,83,42,6.14
70,84,41,6.14
70,85,40,6.14
71,68,56,6.14
71,69,55,6.14
71,70,54,6.14
71,71,53,6.14
71,72,52,6.14
71,73,51,6.14
71,74,50,6.14
71,75,49,6.14
71,76,48,6.14
71,77,47,6.14
71,78,46,6.14
71,79,45,6.14
71,80,44,6.14
71,81,43,6.14
71,82,42,6.14
71,83,41,6.14
71,84,40,6.14
72,68,55,6.14
72,69,54,6.14
72,70,53,6.14
72,71,52,6.14
72,72,51,6.14
72,73,50,6.14
72,74,49,6.14
72,75,48,6.14
72,76,47,6.14
72,77,46,6.14
72,78,45,6.14
72,79,44,6.14
72,80,43,6.14
72,81,42,6.14
72,82,41,6.14
72,83,40,6.14
73,68,54,6.14
73,69,53,6.14
73,70,52,6.14
73,71,51,6.14
73,72,50,6.14
73,73,49,6.14
73,74,48,6.14
73,75,47,6.14
73,76,46,6.14
73,77,45,6.14
73,78,44,6.14
73,79,43,6.14
73,80,42,6.14
73,81,41,6.14
73,82,40,6.14
74,68,53,6.14
74,69,52,6.14
74,70,51,6.14
74,71,50,6.14
74,72,49,6.14
74,73,48,6.14
74,74,47,6.14
74,75,46,6.14
74,76,45,6.14
74,77,44,6.14
74,78,43,6.14
74,79,42,6.14
74,80,41,6.14
74,81,40,6.14
75,68,52,6.14
75,69,51,6.14
75,70,50,6.14
75,71,49,6.14
75,72,48,6.14
75,73,47,6.14
75,74,46,6.14
75,75,45,6.14
75,76,44,6.14
75,77,43,6.14
75,78,42,6.14
75,79,41,6.14
75,80,40,6.14
76,68,51,6.14
76,69,50,6.14
76,70,49,6.14
76,71,48,6.14
76,72,47,6.14
76,73,46,6.14
76,74,45,6.14
76,75,44,6.14
76,76,43,6.14
76,77,42,6.14
76,78,41,6.14
76,79,40,6.14
77,68,50,6.14
77,69,49,6.14
77,70,48,6.14
77,71,47,6.14
77,72,46,6.14
77,73,45,6.14
77,74,44,6.14
77,75,43,6.14
77,76,42,6.14
77,77,41,6.14
77,78,40,6.14
78,68,49,6.14
78,69,48,6.14
78,70,47,6.14
78,71,46,6.14
78,72,45,6.14
78,73,44,6.14
78,74,43,6.14
78,75,42,6.14
78,76,41,6.14
78,77,40,6.14
79,68,48,6.14
79,69,47,6.14
79,70,46,6.14
79,71,45,6.14
79,72,44,6.14
79,73,43,6.14
79,74,42,6.14
79,75,41,6.14
79,76,40,6.14
80,68,47,6.14
80,69,46,6.14
80,70,45,6.14
80,71,44,6.14
80,72,43,6.14
80,73,42,6.14
80,74,41,6.14
80,75,40,6.14
81,68,46,6.14
81,69,45,6.14
81,70,44,6.14
81,71,43,6.14
81,72,42,6.14
81,73,41,6.14
81,74,40,6.14
82,68,45,6.14
82,69,44,6.14
82,70,43,6.14
82,71,42,6.14
82,72,41,6.14
82,73,40,6.14
83,68,44,6.14
83,69,43,6.14
83,70,42,6.14
83,71,41,6.14
83,72,40,6.14
84,68,43,6.14
84,69,42,6.14
84,70,41,6.14
84,71,40,6.14
85,68,42,6.14
85,69,41,6.14
85,70,40,6.14
60,76,60,6
60,77,59,6
60,78,58,6
60,79,57,6
60,80,56,6
60,81,55,6
60,82,54,6
60,83,53,6
60,84,52,6
60,85,51,6
60,86,50,6
61,75,60,6
61,76,59,6
61,77,58,6
61,78,57,6
61,79,56,6
61,80,55,6
61,81,54,6
61,82,53,6
61,83,52,6
61,84,51,6
61,85,50,6
61,86,49,6
62,74,60,6
62,75,59,6
62,76,58,6
62,77,57,6
62,78,56,6
62,79,55,6
62,80,54,6
62,81,53,6
62,82,52,6
62,83,51,6
62,84,50,6
62,85,49,6
62,86,48,6
63,73,60,6
63,74,59,6
63,75,58,6
63,76,57,6
63,77,56,6
63,78,55,6
63,79,54,6
63,80,53,6
63,81,52,6
63,82,51,6
63,83,50,6
63,84,49,6
63,85,48,6
63,86,47,6
64,72,60,6
64,73,59,6
64,74,58,6
64,75,57,6
64,76,56,6
64,77,55,6
64,78,54,6
64,79,53,6
64,80,52,6
64,81,51,6
64,82,50,6
64,83,49,6
64,84,48,6
64,85,47,6
64,86,46,6
65,71,60,6
65,72,59,6
65,73,58,6
65,74,57,6
65,75,56,6
65,76,55,6
65,77,54,6
65,78,53,6
65,79,52,6
65,80,51,6
65,81,50,6
65,82,49,6
65,83,48,6
65,84,47,6
65,85,46,6
65,86,45,6
66,70,60,6
66,71,59,6
66,72,58,6
66,73,57,6
66,74,56,6
66,75,55,6
66,76,54,6
66,77,53,6
66,78,52,6
66,79,51,6
66,80,50,6
66,81,49,6
66,82,48,6
66,83,47,6
66,84,46,6
66,85,45,6
66,86,44,6
67,69,60,6
67,70,59,6
67,71,58,6
67,72,57,6
67,73,56,6
67,74,55,6
67,75,54,6
67,76,53,6
67,77,52,6
67,78,51,6
67,79,50,6
67,80,49,6
67,81,48,6
67,82,47,6
67,83,46,6
67,84,45,6
67,85,44,6
67,86,43,6
68,68,60,6
68,69,59,6
68,70,58,6
68,71,57,6
68,72,56,6
68,73,55,6
68,74,54,6
68,75,53,6
68,76,52,6
68,77,51,6
68,78,50,6
68,79,49,6
68,80,48,6
68,81,47,6
68,82,46,6
68,83,45,6
68,84,44,6
68,85,43,6
68,86,42,6
69,68,59,6
69,69,58,6
69,70,57,6
69,71,56,6
69,72,55,6
69,73,54,6
69,74,53,6
69,75,52,6
69,76,51,6
69,77,50,6
69,78,49,6
69,79,48,6
69,80,47,6
69,81,46,6
69,82,45,6
69,83,44,6
69,84,43,6
69,85,42,6
69,86,41,6
70,68,58,6
70,69,57,6
70,70,56,6
70,71,55,6
70,72,54,6
70,73,53,6
70,74,52,6
70,75,51,6
70,76,50,6
70,77,49,6
70,78,48,6
70,79,47,6
70,80,46,6
70,81,45,6
70,82,44,6
70,83,43,6
70,84,42,6
70,85,41,6
70,86,40,6
71,68,57,6
71,69,56,6
71,70,55,6
71,71,54,6
71,72,53,6
71,73,52,6
71,74,51,6
71,75,50,6
71,76,49,6
71,77,48,6
71,78,47,6
71,79,46,6
71,80,45,6
71,81,44,6
71,82,43,6
71,83,42,6
71,84,41,6
71,85,40,6
72,68,56,6
72,69,55,6
72,70,54,6
72,71,53,6
72,72,52,6
72,73,51,6
72,74,50,6
72,75,49,6
72,76,48,6
72,77,47,6
72,78,46,6
72,79,45,6
72,80,44,6
72,81,43,6
72,82,42,6
72,83,41,6
72,84,40,6
73,68,55,6
73,69,54,6
73,70,53,6
73,71,52,6
73,72,51,6
73,73,50,6
73,74,49,6
73,75,48,6
73,76,47,6
73,77,46,6
73,78,45,6
73,79,44,6
73,80,43,6
73,81,42,6
73,82,41,6
73,83,40,6
74,68,54,6
74,69,53,6
74,70,52,6
74,71,51,6
74,72,50,6
74,73,49,6
74,74,48,6
74,75,47,6
74,76,46,6
74,77,45,6
74,78,44,6
74,79,43,6
74,80,42,6
74,81,41,6
74,82,40,6
75,68,53,6
75,69,52,6
75,70,51,6
75,71,50,6
75,72,49,6
75,73,48,6
75,74,47,6
75,75,46,6
75,76,45,6
75,77,44,6
75,78,43,6
75,79,42,6
75,80,41,6
75,81,40,6
76,68,52,6
76,69,51,6
76,70,50,6
76,71,49,6
76,72,48,6
76,73,47,6
76,74,46,6
76,75,45,6
76,76,44,6
76,77,43,6
76,78,42,6
76,79,41,6
76,80,40,6
77,68,51,6
77,69,50,6
77,70,49,6
77,71,48,6
77,72,47,6
77,73,46,6
77,74,45,6
77,75,44,6
77,76,43,6
77,77,42,6
77,78,41,6
77,79,40,6
78,68,50,6
78,69,49,6
78,70,48,6
78,71,47,6
78,72,46,6
78,73,45,6
78,74,44,6
78,75,43,6
78,76,42,6
78,77,41,6
78,78,40,6
79,68,49,6
79,69,48,6
79,70,47,6
79,71,46,6
79,72,45,6
79,73,44,6
79,74,43,6
79,75,42,6
79,76,41,6
79,77,40,6
80,68,48,6
80,69,47,6
80,70,46,6
80,71,45,6
80,72,44,6
80,73,43,6
80,74,42,6
80,75,41,6
80,76,40,6
81,68,47,6
81,69,46,6
81,70,45,6
81,71,44,6
81,72,43,6
81,73,42,6
81,74,41,6
81,75,40,6
82,68,46,6
82,69,45,6
82,70,44,6
82,71,43,6
82,72,42,6
82,73,41,6
82,74,40,6
83,68,45,6
83,69,44,6
83,70,43,6
83,71,42,6
83,72,41,6
83,73,40,6
84,68,44,6
84,69,43,6
84,70,42,6
84,71,41,6
84,72,40,6
85,68,43,6
85,69,42,6
85,70,41,6
85,71,40,6
60,77,60,5.86
60,78,59,5.86
60,79,58,5.86
60,80,57,5.86
60,81,56,5.86
60,82,55,5.86
60,83,54,5.86
60,84,53,5.86
60,85,52,5.86
60,86,51,5.86
61,76,60,5.86
61,77,59,5.86
61,78,58,5.86
61,79,57,5.86
61,80,56,5.86
61,81,55,5.86
61,82,54,5.86
61,83,53,5.86
61,84,52,5.86
61,85,51,5.86
61,86,50,5.86
62,75,60,5.86
62,76,59,5.86
62,77,58,5.86
62,78,57,5.86
62,79,56,5.86
62,80,55,5.86
62,81,54,5.86
62,82,53,5.86
62,83,52,5.86
62,84,51,5.86
62,85,50,5.86
62,86,49,5.86
63,74,60,5.86
63,75,59,5.86
63,76,58,5.86
63,77,57,5.86
63,78,56,5.86
63,79,55,5.86
63,80,54,5.86
63,81,53,5.86
63,82,52,5.86
63,83,51,5.86
63,84,50,5.86
63,85,49,5.86
63,86,48,5.86
64,73,60,5.86
64,74,59,5.86
64,75,58,5.86
64,76,57,5.86
64,77,56,5.86
64,78,55,5.86
64,79,54,5.86
64,80,53,5.86
64,81,52,5.86
64,82,51,5.86
64,83,50,5.86
64,84,49,5.86
64,85,48,5.86
64,86,47,5.86
65,72,60,5.86
65,73,59,5.86
65,74,58,5.86
65,75,57,5.86
65,76,56,5.86
65,77,55,5.86
65,78,54,5.86
65,79,53,5.86
65,80,52,5.86
65,81,51,5.86
65,82,50,5.86
65,83,49,5.86
65,84,48,5.86
65,85,47,5.86
65,86,46,5.86
66,71,60,5.86
66,72,59,5.86
66,73,58,5.86
66,74,57,5.86
66,75,56,5.86
66,76,55,5.86
66,77,54,5.86
66,78,53,5.86
66,79,52,5.86
66,80,51,5.86
66,81,50,5.86
66,82,49,5.86
66,83,48,5.86
66,84,47,5.86
66,85,46,5.86
66,86,45,5.86
67,70,60,5.86
67,71,59,5.86
67,72,58,5.86
67,73,57,5.86
67,74,56,5.86
67,75,55,5.86
67,76,54,5.86
67,77,53,5.86
67,78,52,5.86
67,79,51,5.86
67,80,50,5.86
67,81,49,5.86
67,82,48,5.86
67,83,47,5.86
67,84,46,5.86
67,85,45,5.86
67,86,44,5.86
68,69,60,5.86
68,70,59,5.86
68,71,58,5.86
68,72,57,5.86
68,73,56,5.86
68,74,55,5.86
68,75,54,5.86
68,76,53,5.86
68,77,52,5.86
68,78,51,5.86
68,79,50,5.86
68,80,49,5.86
68,81,48,5.86
68,82,47,5.86
68,83,46,5.86
68,84,45,5.86
68,85,44,5.86
68,86,43,5.86
69,68,60,5.86
69,69,59,5.86
69,70,58,5.86
69,71,57,5.86
69,72,56,5.86
69,73,55,5.86
69,74,54,5.86
69,75,53,5.86
69,76,52,5.86
69,77,51,5.86
69,78,50,5.86
69,79,49,5.86
69,80,48,5.86
69,81,47,5.86
69,82,46,5.86
69,83,45,5.86
69,84,44,5.86
69,85,43,5.86
69,86,42,5.86
70,68,59,5.86
70,69,58,5.86
70,70,57,5.86
70,71,56,5.86
70,72,55,5.86
70,73,54,5.86
70,74,53,5.86
70,75,52,5.86
70,76,51,5.86
70,77,50,5.86
70,78,49,5.86
70,79,48,5.86
70,80,47,5.86
70,81,46,5.86
70,82,45,5.86
70,83,44,5.86
70,84,43,5.86
70,85,42,5.86
70,86,41,5.86
71,68,58,5.86
71,69,57,5.86
71,70,56,5.86
71,71,55,5.86
71,72,54,5.86
71,73,53,5.86
71,74,52,5.86
71,75,51,5.86
71,76,50,5.86
71,77,49,5.86
71,78,48,5.86
71,79,47,5.86
71,80,46,5.86
71,81,45,5.86
71,82,44,5.86
71,83,43,5.86
71,84,42,5.86
71,85,41,5.86
71,86,40,5.86
72,68,57,5.86
72,69,56,5.86
72,70,55,5.86
72,71,54,5.86
72,72,53,5.86
72,73,52,5.86
72,74,51,5.86
72,75,50,5.86
72,76,49,5.86
72,77,48,5.86
72,78,47,5.86
72,79,46,5.86
72,80,45,5.86
